日期,收盘价,开盘价,最高价,最低价,成交量,涨跌幅,振幅,持仓量,Wind有色指数,上证A股指数,美国:纳斯达克综合指数,美国:标准普尔500指数,标普中国A股质量价值指数,美国:道琼斯工业平均指数,道琼斯全球指数,恒生指数,欧洲证券交易所100指数,标普高盛铝全收益指数,收盘价:沪铝指数
Date,close,open,high,low,volume,pct_chg,swing,oi,wind_nonferrous,sha_ind,nasd_ind,sp500_ind,sp_cna_ind,dj_ind_ind,dj_glo_ind,hs_ind,eu100_ind,sp_al_ind,sh_al_ind
2021-01-05,2048.0000,2030.5000,2050.5000,2021.0000,12068.0000,0.8122,1.4532,5444.0000,1509.66 ,3698.76 ,12818.96 ,3726.86 ,7455.80 ,30391.60 ,495.88 ,27649.86 ,1109.56 ,54.16 ,15360.92 
2021-01-06,2030.5000,2042.0000,2074.5000,2030.5000,16131.0000,-0.4901,2.1484,7020.0000,1522.42 ,3722.08 ,12740.79 ,3748.14 ,7443.32 ,30829.40 ,498.40 ,27692.30 ,1120.23 ,54.06 ,15411.32 
2021-01-07,2027.0000,2035.0000,2049.0000,2013.0000,11342.0000,-0.5641,1.7730,3458.0000,1539.97 ,3748.67 ,13067.48 ,3803.79 ,7424.70 ,31041.13 ,504.21 ,27548.52 ,1122.13 ,53.96 ,15339.47 
2021-01-08,2016.0000,2030.0000,2040.0000,2013.0000,10625.0000,-1.0066,1.3320,2900.0000,1548.65 ,3742.23 ,13201.98 ,3824.68 ,7458.03 ,31097.97 ,508.61 ,27878.22 ,1132.10 ,53.52 ,15326.52 
2021-01-09,2016.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2900.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-01-10,2016.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2900.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,508.15 ,#N/A,#N/A,#N/A,#N/A
2021-01-11,2010.5000,2015.0000,2019.0000,1998.5000,12714.0000,-0.5442,1.0169,2822.0000,1546.98 ,3701.72 ,13036.43 ,3799.61 ,7354.54 ,31008.69 ,504.75 ,27908.22 ,1124.29 ,53.19 ,14987.89 
2021-01-12,2026.5000,2010.5000,2029.5000,2001.5000,12258.0000,0.8460,1.3927,5187.0000,1504.46 ,3782.36 ,13072.43 ,3801.19 ,7449.90 ,31068.69 ,505.99 ,28276.75 ,1122.56 ,53.48 ,14932.57 
2021-01-13,2014.0000,2026.0000,2028.0000,2002.0000,11636.0000,-0.2723,1.2830,5299.0000,1507.09 ,3772.16 ,13128.95 ,3809.84 ,7417.77 ,31060.47 ,507.26 ,28235.60 ,1123.61 ,53.31 ,14758.43 
2021-01-14,2008.0000,2016.0000,2019.0000,2002.0000,10932.0000,-0.2484,0.8441,3449.0000,1509.49 ,3737.76 ,13112.64 ,3795.54 ,7347.41 ,30991.52 ,507.70 ,28496.86 ,1133.20 ,53.10 ,14806.51 
2021-01-15,1982.0000,2011.0000,2015.5000,1982.0000,13340.0000,-1.1718,1.6683,3398.0000,1510.62 ,3738.25 ,12998.50 ,3768.25 ,7311.18 ,30814.26 ,503.15 ,28573.86 ,1121.80 ,52.70 ,14873.30 
2021-01-16,1982.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3398.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-01-17,1982.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3398.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,503.05 ,#N/A,#N/A,#N/A,#N/A
2021-01-18,1970.0000,1993.0000,1997.0000,1969.5000,12357.0000,-1.0547,1.3875,3378.0000,1527.49 ,3769.59 ,#N/A,#N/A,7345.19 ,#N/A,502.97 ,28862.77 ,1122.54 ,#N/A,14938.30 
2021-01-19,1973.0000,1974.0000,1976.0000,1945.0000,15335.0000,0.0507,1.5736,5336.0000,1515.04 ,3738.27 ,13197.18 ,3798.91 ,7229.10 ,30930.52 ,507.04 ,29642.28 ,1122.18 ,51.93 ,14748.60 
2021-01-20,1988.5000,1974.0000,1988.5000,1970.0000,10313.0000,1.2475,0.9377,3117.0000,1521.41 ,3755.81 ,13457.25 ,3851.85 ,7294.27 ,31188.38 ,512.45 ,29962.47 ,1130.55 ,52.36 ,14808.75 
2021-01-21,2000.0000,1988.5000,2006.5000,1983.5000,11708.0000,0.9846,1.1567,57838.0000,1535.62 ,3795.86 ,13530.92 ,3853.07 ,7420.58 ,31176.01 ,513.27 ,29927.76 ,1129.32 ,52.82 ,14975.96 
2021-01-22,1994.5000,1996.5000,1998.0000,1971.0000,13662.0000,-0.1502,1.3500,3730.0000,1516.44 ,3780.66 ,13543.06 ,3841.47 ,7400.95 ,30996.98 ,511.02 ,29447.85 ,1123.64 ,52.77 ,14894.99 
2021-01-23,1994.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3730.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-01-24,1994.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3730.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,510.98 ,#N/A,#N/A,#N/A,#N/A
2021-01-25,2020.0000,1995.5000,2020.0000,1990.5000,12741.0000,1.2785,1.4791,2973.0000,1538.94 ,3799.07 ,13635.99 ,3855.36 ,7366.69 ,30960.00 ,511.95 ,30159.01 ,1110.13 ,53.24 ,14945.29 
2021-01-26,2023.0000,2018.5000,2025.5000,2003.0000,11067.0000,0.5467,1.1139,4894.0000,1521.78 ,3741.57 ,13626.06 ,3849.62 ,7252.62 ,30937.04 ,510.41 ,29391.26 ,1115.66 ,53.44 ,14834.86 
2021-01-27,1987.5000,2022.0000,2023.0000,1985.5000,12528.0000,-1.6089,1.8537,3284.0000,1521.18 ,3745.64 ,13270.60 ,3750.77 ,7301.68 ,30303.17 ,500.26 ,29297.53 ,1098.49 ,52.64 ,14881.39 
2021-01-28,1981.5000,1986.0000,2007.0000,1969.0000,13162.0000,-0.5271,1.9119,3390.0000,1499.74 ,3674.12 ,13337.16 ,3787.38 ,7113.79 ,30603.36 ,501.65 ,28550.77 ,1106.68 ,52.42 ,14809.68 
2021-01-29,1977.0000,1980.5000,2007.5000,1975.0000,16843.0000,-0.3779,1.6402,3588.0000,1496.65 ,3650.95 ,13070.69 ,3714.24 ,7031.39 ,29982.62 ,493.06 ,28283.71 ,1085.38 ,52.22 ,14985.16 
2021-01-30,1977.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3588.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-01-31,1977.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3588.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,492.71 ,#N/A,#N/A,#N/A,#N/A
2021-02-01,1960.5000,1979.0000,1996.5000,1960.5000,14726.0000,-0.8597,1.8209,4255.0000,1504.89 ,3674.37 ,13403.40 ,3773.86 ,7156.45 ,30211.91 ,500.42 ,28892.86 ,1100.99 ,51.98 ,15233.83 
2021-02-02,1971.0000,1964.0000,1979.0000,1953.0000,13550.0000,0.1016,1.3262,3867.0000,1485.98 ,3704.20 ,13612.78 ,3826.31 ,7227.66 ,30687.48 ,506.93 ,29248.70 ,1119.53 ,52.05 ,14924.85 
2021-02-03,1976.5000,1974.0000,1982.0000,1959.0000,10202.0000,0.2028,1.1669,4396.0000,1477.52 ,3687.01 ,13610.54 ,3830.17 ,7175.21 ,30723.60 ,508.71 ,29307.46 ,1121.09 ,52.09 ,14947.23 
2021-02-04,1994.5000,1977.5000,1997.0000,1975.5000,11640.0000,1.0641,1.0878,5958.0000,1496.16 ,3670.82 ,13777.74 ,3871.74 ,7027.39 ,31055.86 ,511.49 ,29113.50 ,1126.74 ,52.63 ,15251.15 
2021-02-05,2019.0000,1996.0000,2020.0000,1995.0000,10678.0000,1.2792,1.2534,5907.0000,1511.06 ,3665.04 ,13856.30 ,3886.83 ,6995.45 ,31148.24 ,514.56 ,29288.68 ,1132.93 ,53.23 ,15490.59 
2021-02-06,2019.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5907.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-02-07,2019.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5907.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,514.57 ,#N/A,#N/A,#N/A,#N/A
2021-02-08,2027.0000,2017.0000,2040.0000,2017.0000,10811.0000,0.5706,1.1392,2691.0000,1522.13 ,3702.89 ,13987.64 ,3915.59 ,7075.88 ,31385.76 ,518.76 ,29319.47 ,1136.56 ,53.56 ,15726.83 
2021-02-09,2061.5000,2029.0000,2064.0000,2029.0000,13135.0000,1.6519,1.7267,3713.0000,1536.11 ,3777.39 ,14007.70 ,3911.23 ,7240.26 ,31375.83 ,519.86 ,29476.19 ,1138.00 ,54.25 ,15826.00 
2021-02-10,2068.5000,2061.5000,2084.5000,2057.5000,12319.0000,0.7059,1.3097,6037.0000,1559.20 ,3831.54 ,13972.53 ,3909.88 ,7297.49 ,31437.80 ,521.00 ,30038.72 ,1134.18 ,54.91 ,15869.62 
2021-02-11,2080.0000,2063.5000,2083.5000,2061.5000,9505.0000,0.0481,1.0636,2857.0000,#N/A,#N/A,14025.77 ,3916.38 ,#N/A,31430.70 ,522.28 ,30173.57 ,1138.50 ,54.90 ,#N/A
2021-02-12,2091.5000,2082.5000,2091.5000,2067.0000,10028.0000,0.5771,1.1779,2987.0000,#N/A,#N/A,14095.47 ,3934.83 ,#N/A,31458.40 ,524.12 ,#N/A,1147.60 ,55.15 ,#N/A
2021-02-13,2091.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2987.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-02-14,2091.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2987.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,524.24 ,#N/A,#N/A,#N/A,#N/A
2021-02-15,2080.0000,2091.5000,2095.5000,2070.0000,8245.0000,-0.4547,1.2192,2954.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,526.34 ,#N/A,1161.12 ,#N/A,#N/A
2021-02-16,2087.5000,2082.5000,2089.5000,2072.0000,8512.0000,0.1920,0.8413,3544.0000,#N/A,#N/A,14047.50 ,3932.59 ,#N/A,31522.75 ,526.49 ,30746.66 ,1161.15 ,55.01 ,#N/A
2021-02-17,2112.5000,2086.0000,2117.0000,2081.0000,12729.0000,1.2461,1.7246,5251.0000,#N/A,#N/A,13965.50 ,3931.33 ,#N/A,31613.02 ,524.47 ,31084.94 ,1156.12 ,55.76 ,#N/A
2021-02-18,2141.0000,2112.0000,2167.0000,2112.0000,20363.0000,1.2293,2.6036,6786.0000,1616.85 ,3852.80 ,13865.36 ,3913.97 ,7345.81 ,31493.34 ,521.19 ,30595.27 ,1147.07 ,56.34 ,16476.05 
2021-02-19,2136.0000,2138.0000,2162.0000,2126.0000,15510.0000,-0.0702,1.6815,77774.0000,1649.88 ,3874.58 ,13874.46 ,3906.71 ,7468.61 ,31494.32 ,522.44 ,30644.73 ,1154.79 ,56.16 ,16456.40 
2021-02-20,2136.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77774.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-02-21,2136.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77774.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,522.48 ,#N/A,#N/A,#N/A,#N/A
2021-02-22,2175.0000,2138.0000,2177.5000,2138.0000,15947.0000,2.0408,1.8493,3964.0000,1710.73 ,3818.13 ,13533.05 ,3876.50 ,7376.05 ,31521.69 ,518.12 ,30319.83 ,1148.14 ,57.06 ,16688.77 
2021-02-23,2154.0000,2171.0000,2180.0000,2126.5000,20133.0000,-0.5770,2.4598,5453.0000,1711.45 ,3811.79 ,13465.20 ,3881.37 ,7329.13 ,31537.35 ,518.24 ,30632.64 ,1145.04 ,56.51 ,16661.13 
2021-02-24,2203.0000,2154.0000,2205.0000,2137.5000,17894.0000,2.6083,3.1337,5911.0000,1699.96 ,3735.95 ,13597.97 ,3925.43 ,7288.84 ,31961.86 ,519.18 ,29718.24 ,1146.63 ,57.51 ,16596.21 
2021-02-25,2218.5000,2198.0000,2243.0000,2198.0000,33315.0000,1.5564,2.0427,8673.0000,1752.78 ,3757.96 ,13119.43 ,3829.34 ,7251.40 ,31402.01 ,513.05 ,30074.17 ,1141.98 ,58.88 ,17423.45 
2021-02-26,2157.0000,2217.0000,2222.5000,2152.0000,30399.0000,-3.4899,3.1778,7743.0000,1706.56 ,3678.27 ,13192.35 ,3811.15 ,7145.96 ,30932.37 ,505.32 ,28980.21 ,1123.08 ,56.68 ,17393.96 
2021-02-27,2157.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7743.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-02-28,2157.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7743.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,504.74 ,#N/A,#N/A,#N/A,#N/A
2021-03-01,2121.0000,2155.0000,2184.5000,2106.5000,24713.0000,-1.5549,3.6161,4193.0000,1685.04 ,3722.64 ,13588.83 ,3901.82 ,7289.56 ,31535.51 ,515.53 ,29452.57 ,1144.02 ,55.99 ,16969.35 
2021-03-02,2224.5000,2124.5000,2227.5000,2110.0000,27315.0000,4.4611,5.5398,8180.0000,1673.05 ,3677.71 ,13358.79 ,3870.29 ,7262.21 ,31391.52 ,512.89 ,29095.86 ,1144.61 ,58.24 ,16833.07 
2021-03-03,2215.0000,2220.0000,2241.5000,2193.0000,21685.0000,0.1583,2.1803,4177.0000,1698.98 ,3749.34 ,12997.75 ,3819.72 ,7322.40 ,31270.09 ,510.02 ,29880.42 ,1147.53 ,57.85 ,17565.13 
2021-03-04,2130.0000,2207.0000,2217.0000,2130.0000,27294.0000,-3.1818,3.9278,5588.0000,1653.10 ,3672.35 ,12723.47 ,3768.47 ,7216.40 ,30924.14 ,502.66 ,29236.79 ,1144.45 ,56.62 ,17056.88 
2021-03-05,2184.0000,2140.0000,2185.0000,2132.0000,14273.0000,1.4163,2.4883,6122.0000,1632.15 ,3670.79 ,12920.15 ,3841.94 ,7226.29 ,31496.30 ,505.57 ,29098.29 ,1133.33 ,57.22 ,17163.04 
2021-03-06,2184.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6122.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-07,2184.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6122.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,505.64 ,#N/A,#N/A,#N/A,#N/A
2021-03-08,2172.5000,2190.0000,2205.0000,2152.5000,13301.0000,-0.1608,2.4038,1964.0000,1632.70 ,3586.29 ,12609.16 ,3821.35 ,7115.25 ,31802.44 ,503.18 ,28540.83 ,1153.14 ,57.04 ,17197.87 
2021-03-09,2166.0000,2173.5000,2179.5000,2123.0000,16857.0000,-0.2303,2.6007,4177.0000,1628.25 ,3521.09 ,13073.82 ,3875.44 ,6956.33 ,31832.74 ,509.64 ,28773.23 ,1163.11 ,56.96 ,16919.73 
2021-03-10,2165.5000,2167.0000,2187.0000,2159.0000,13387.0000,-0.1383,1.2927,2985.0000,1621.64 ,3519.43 ,13068.83 ,3898.81 ,6934.57 ,32297.02 ,512.15 ,28907.52 ,1173.01 ,56.93 ,17110.29 
2021-03-11,2185.5000,2168.0000,2198.0000,2157.0000,20556.0000,0.8072,1.8933,4994.0000,1667.51 ,3602.38 ,13398.67 ,3939.34 ,7083.52 ,32485.59 ,518.91 ,29385.61 ,1183.27 ,57.18 ,17465.91 
2021-03-12,2171.5000,2187.5000,2193.0000,2149.0000,13474.0000,-0.2984,2.0133,71329.0000,1654.33 ,3619.43 ,13319.86 ,3943.34 ,7087.37 ,32778.64 ,518.87 ,28739.72 ,1179.42 ,57.01 ,17238.50 
2021-03-13,2171.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71329.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-14,2171.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71329.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,519.02 ,#N/A,#N/A,#N/A,#N/A
2021-03-15,2220.0000,2175.0000,2235.0000,2175.0000,18065.0000,2.2570,2.7631,4469.0000,1668.49 ,3584.66 ,13459.71 ,3968.94 ,6984.31 ,32953.46 ,520.87 ,28833.76 ,1179.34 ,58.23 ,17587.45 
2021-03-16,2195.5000,2225.0000,2227.0000,2183.5000,12614.0000,-1.0144,1.9595,71752.0000,1650.23 ,3612.77 ,13471.57 ,3962.71 ,7011.96 ,32825.95 ,521.57 ,29027.69 ,1184.32 ,57.84 ,17553.00 
2021-03-17,2232.0000,2199.0000,2249.5000,2187.0000,13879.0000,1.3394,2.8467,3117.0000,1656.88 ,3611.55 ,13525.20 ,3974.12 ,7056.62 ,33015.37 ,521.74 ,29034.12 ,1183.44 ,58.50 ,17680.17 
2021-03-18,2215.0000,2238.0000,2242.0000,2203.0000,16216.0000,-0.5612,1.7473,2748.0000,1651.72 ,3629.94 ,13116.17 ,3915.46 ,7100.35 ,32862.30 ,518.25 ,29405.72 ,1184.47 ,58.16 ,17448.03 
2021-03-19,2277.5000,2216.5000,2279.0000,2188.0000,18984.0000,2.7753,4.1084,4596.0000,1641.93 ,3568.68 ,13215.24 ,3913.10 ,7054.58 ,32627.97 ,516.84 ,28990.94 ,1176.57 ,59.49 ,17378.75 
2021-03-20,2277.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4596.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-21,2277.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4596.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,516.67 ,#N/A,#N/A,#N/A,#N/A
2021-03-22,2274.0000,2271.5000,2289.5000,2252.0000,17797.0000,0.3752,1.6465,4027.0000,1662.66 ,3609.36 ,13377.54 ,3940.59 ,7129.43 ,32731.20 ,518.60 ,28885.34 ,1175.47 ,59.66 ,17511.33 
2021-03-23,2214.0000,2272.0000,2280.0000,2190.5000,22503.0000,-2.5528,3.9358,4719.0000,1662.97 ,3575.87 ,13227.70 ,3910.52 ,7093.57 ,32423.15 ,514.03 ,28497.38 ,1172.47 ,58.25 ,17084.24 
2021-03-24,2248.0000,2205.0000,2261.0000,2205.0000,12221.0000,1.2841,2.5294,2579.0000,1648.00 ,3529.23 ,12961.89 ,3889.14 ,6986.09 ,32420.06 ,509.23 ,27918.14 ,1173.25 ,59.29 ,17067.56 
2021-03-25,2256.0000,2247.0000,2260.0000,2225.0000,16146.0000,-0.0886,1.5569,2768.0000,1629.59 ,3525.56 ,12977.68 ,3909.52 ,7010.13 ,32619.48 ,510.22 ,27899.61 ,1173.03 ,58.95 ,17035.24 
2021-03-26,2273.5000,2256.0000,2301.0000,2251.0000,15409.0000,1.2244,2.2163,5317.0000,1651.06 ,3582.99 ,13138.73 ,3974.54 ,7129.72 ,33072.88 ,517.57 ,28336.43 ,1184.05 ,60.33 ,17379.22 
2021-03-27,2273.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5317.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-28,2273.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5317.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,517.58 ,#N/A,#N/A,#N/A,#N/A
2021-03-29,2273.5000,2277.0000,2299.0000,2263.5000,11310.0000,-1.0661,1.5615,3529.0000,1655.85 ,3600.77 ,13059.65 ,3971.09 ,7104.35 ,33171.37 ,516.75 ,28338.30 ,1187.95 ,59.44 ,17377.16 
2021-03-30,2227.5000,2276.0000,2277.0000,2226.5000,11544.0000,-1.6990,2.2212,3169.0000,1648.12 ,3623.21 ,13045.40 ,3958.55 ,7103.91 ,33066.96 ,516.52 ,28577.50 ,1198.75 ,58.49 ,17317.98 
2021-03-31,2212.5000,2228.5000,2239.5000,2206.0000,15085.0000,-0.8292,1.5039,2723.0000,1635.52 ,3607.72 ,13246.87 ,3972.89 ,7097.93 ,32981.55 ,517.32 ,28378.35 ,1195.05 ,57.94 ,17138.11 
2021-04-01,2230.0000,2215.0000,2239.0000,2213.0000,11507.0000,0.8137,1.1751,3049.0000,1632.20 ,3633.33 ,13480.11 ,4019.87 ,7150.71 ,33153.21 ,522.86 ,28938.74 ,1206.44 ,58.32 ,17388.76 
2021-04-02,2230.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3049.0000,1669.04 ,3652.29 ,#N/A,#N/A,7188.23 ,#N/A,523.27 ,#N/A,#N/A,#N/A,17496.76 
2021-04-03,2230.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3049.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-04,2230.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3049.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,523.30 ,#N/A,#N/A,#N/A,#N/A
2021-04-05,2230.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3049.0000,#N/A,#N/A,13705.59 ,4077.91 ,#N/A,33527.19 ,527.98 ,#N/A,#N/A,58.32 ,#N/A
2021-04-06,2260.0000,2240.0000,2273.5000,2240.0000,14973.0000,1.5502,1.5022,4105.0000,1669.28 ,3650.79 ,13698.38 ,4073.94 ,7169.40 ,33430.24 ,529.04 ,#N/A,1212.69 ,59.42 ,17501.51 
2021-04-07,2259.5000,2256.0000,2265.5000,2248.0000,9269.0000,-0.3748,0.7743,2614.0000,1667.77 ,3647.27 ,13688.84 ,4079.95 ,7134.83 ,33446.26 ,529.46 ,28674.80 ,1209.71 ,59.21 ,17450.96 
2021-04-08,2285.5000,2257.0000,2289.0000,2255.0000,12018.0000,1.1283,1.5048,3424.0000,1667.23 ,3650.32 ,13829.31 ,4097.17 ,7123.06 ,33503.57 ,531.88 ,29008.07 ,1217.58 ,59.78 ,17509.33 
2021-04-09,2269.0000,2285.5000,2285.5000,2255.0000,8821.0000,-0.5915,1.3345,2568.0000,1661.85 ,3616.86 ,13900.19 ,4128.80 ,7088.85 ,33800.60 ,533.38 ,28698.80 ,1217.16 ,59.27 ,17462.36 
2021-04-10,2269.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2568.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-11,2269.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2568.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,533.27 ,#N/A,#N/A,#N/A,#N/A
2021-04-12,2267.0000,2265.0000,2272.0000,2240.0000,9698.0000,0.1325,1.4103,2938.0000,1635.68 ,3577.32 ,13850.00 ,4127.99 ,6944.15 ,33745.40 ,532.45 ,28453.28 ,1212.21 ,59.21 ,17370.00 
2021-04-13,2304.5000,2269.0000,2305.0000,2261.0000,11066.0000,1.8789,1.9409,3754.0000,1639.79 ,3560.02 ,13996.10 ,4141.59 ,6917.73 ,33677.27 ,534.19 ,28497.25 ,1216.08 ,60.04 ,17695.44 
2021-04-14,2328.0000,2305.0000,2330.0000,2296.5000,12602.0000,1.5264,1.4537,69746.0000,1646.67 ,3581.25 ,13857.84 ,4124.66 ,6982.59 ,33730.89 ,534.31 ,28900.83 ,1221.60 ,60.83 ,17862.74 
2021-04-15,2337.0000,2325.0000,2359.0000,2322.0000,16727.0000,0.5810,1.5893,3995.0000,1684.01 ,3562.63 ,14038.76 ,4170.42 ,6955.86 ,34035.99 ,538.86 ,28793.14 ,1227.19 ,61.22 ,18282.20 
2021-04-16,2321.0000,2340.5000,2346.0000,2312.5000,11394.0000,-0.7696,1.4335,74780.0000,1693.25 ,3591.60 ,14052.34 ,4185.47 ,7034.08 ,34200.67 ,541.25 ,28969.71 ,1234.77 ,60.58 ,17978.94 
2021-04-17,2321.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74780.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-18,2321.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74780.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,541.22 ,#N/A,#N/A,#N/A,#N/A
2021-04-19,2330.0000,2312.0000,2356.0000,2312.0000,10597.0000,0.6479,1.8957,74271.0000,1715.04 ,3644.99 ,13914.77 ,4163.26 ,7104.24 ,34077.63 ,539.85 ,29106.15 ,1233.34 ,60.98 ,18195.97 
2021-04-20,2313.5000,2331.0000,2344.5000,2305.5000,11714.0000,-0.7082,1.6738,75455.0000,1709.03 ,3640.16 ,13786.27 ,4134.94 ,7097.59 ,33821.30 ,535.11 ,29135.73 ,1210.15 ,60.44 ,18060.30 
2021-04-21,2365.5000,2315.0000,2369.5000,2309.5000,13311.0000,2.4248,2.5935,77756.0000,1692.95 ,3640.14 ,13950.22 ,4173.42 ,7097.66 ,34137.31 ,537.18 ,28621.92 ,1222.17 ,61.93 ,17984.81 
2021-04-22,2358.5000,2363.5000,2375.0000,2345.0000,10605.0000,-0.2538,1.2682,2310.0000,1698.33 ,3631.92 ,13818.41 ,4134.98 ,7138.19 ,33815.90 ,536.30 ,28755.34 ,1232.35 ,61.91 ,18081.95 
2021-04-23,2369.0000,2360.5000,2389.0000,2357.0000,10159.0000,0.2539,1.3568,2349.0000,1709.05 ,3641.47 ,14016.81 ,4180.17 ,7134.50 ,34043.49 ,540.42 ,29078.75 ,1231.79 ,61.93 ,18330.90 
2021-04-24,2369.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2349.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-25,2369.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2349.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,540.42 ,#N/A,#N/A,#N/A,#N/A
2021-04-26,2404.0000,2368.0000,2407.0000,2368.0000,10559.0000,1.6705,1.6463,3185.0000,1744.36 ,3606.85 ,14138.78 ,4187.62 ,7047.28 ,33981.57 ,542.73 ,28952.83 ,1233.61 ,62.96 ,18347.28 
2021-04-27,2399.0000,2405.0000,2412.0000,2381.0000,12084.0000,-0.1872,1.2895,3353.0000,1772.57 ,3608.37 ,14090.22 ,4186.72 ,7022.02 ,33984.93 ,542.17 ,28941.54 ,1231.62 ,62.74 ,18591.02 
2021-04-28,2400.0000,2393.5000,2405.5000,2380.0000,9915.0000,0.1669,1.0629,1897.0000,1752.52 ,3623.52 ,14051.03 ,4183.18 ,7059.13 ,33820.38 ,542.28 ,29071.34 ,1236.06 ,62.80 ,18470.28 
