Date,close,open,high,low,volume,pct_chg,swing,oi,chn_nonferrous,sha_ind,sp500_ind,djind_ind,nasd_ind,spcha_ind,djglo+ind,hs_ind,eu100_ind,spal_ind,shfeal_ind
2019-06-10,1777.0,1762.5,1779.0,1752.5,8526.0,0.737,1.5053,3952.0,2814.62,2987.32,2886.73,26062.68,7823.17,4961.43,393.98,27578.64,1051.88,49.81,13891.92
2019-06-11,1778.0,1778.0,1797.5,1774.5,11692.0,0.169,1.2943,4454.0,2844.23,3064.38,2885.72,26048.51,7822.57,5146.6,395.11,27789.34,1056.85,49.91,13987.67
2019-06-12,1786.5,1778.0,1792.0,1768.0,9952.0,0.4781,1.3498,4445.0,2825.07,3047.27,2879.84,26004.83,7792.72,5113.27,394.05,27308.46,1052.32,50.21,13929.16
2019-06-13,1786.0,1788.0,1795.0,1776.5,7235.0,-0.2235,1.0355,2949.0,2830.04,3048.66,2891.64,26106.77,7837.13,5091.67,394.27,27294.71,1051.66,50.11,13952.7
2019-06-14,1758.0,1786.0,1787.5,1758.0,8520.0,-1.6228,1.6517,3965.0,2827.74,3018.47,2886.98,26089.61,7796.66,5024.77,392.91,27118.35,1047.69,49.48,13897.45
2019-06-17,1758.5,1760.0,1763.5,1745.0,9915.0,-0.34,1.0523,3649.0,2813.44,3024.41,2889.67,26112.53,7845.02,5037.9,392.61,27227.16,1049.7,49.28,13801.01
2019-06-18,1778.0,1756.0,1780.5,1756.0,10092.0,1.1089,1.3932,67041.0,2814.61,3027.08,2917.75,26465.54,7953.88,5033.41,396.28,27498.77,1070.19,49.93,13787.55
2019-06-19,1779.0,1778.0,1788.0,1773.5,9409.0,-0.1123,0.8155,2709.0,2835.43,3056.05,2926.46,26504.0,7987.32,5073.99,398.68,28202.14,1071.28,50.09,13841.89
2019-06-20,1782.0,1784.0,1807.5,1779.5,15684.0,-0.1121,1.5739,3129.0,2841.07,3128.76,2954.18,26753.17,8051.34,5172.85,402.86,28550.43,1074.16,50.03,13889.95
2019-06-21,1768.0,1782.0,1788.0,1763.0,9286.0,-0.7299,1.4029,4027.0,2822.47,3144.23,2950.46,26719.13,8031.71,5194.47,401.85,28473.71,1071.4,49.63,13757.25
2019-06-24,1800.0,1769.0,1802.0,1766.5,11364.0,1.8388,2.0079,4380.0,2824.97,3150.7,2945.35,26727.54,8005.7,5204.09,401.78,28513.0,1069.33,50.36,13811.96
2019-06-25,1813.0,1800.0,1821.5,1795.0,13590.0,1.1154,1.4722,4657.0,2848.08,3123.34,2917.38,26548.22,7884.72,5162.7,399.23,28185.98,1066.73,50.96,13887.68
2019-06-26,1814.0,1813.0,1838.0,1806.5,16189.0,0.0,1.7375,4677.0,2854.43,3117.3,2913.78,26536.82,7909.97,5194.64,398.42,28221.98,1063.82,51.12,13892.01
2019-06-27,1798.5,1815.0,1825.0,1788.0,11737.0,-1.1813,2.0397,3610.0,2852.65,3138.8,2924.92,26526.58,7967.76,5239.19,400.24,28621.42,1062.38,50.27,13893.41
2019-06-28,1794.0,1798.0,1812.5,1789.5,11068.0,0.2235,1.2788,5276.0,2847.0,3119.99,2941.76,26599.96,8006.24,5205.5,402.28,28542.62,1071.44,50.54,13827.01
2019-07-02,1779.5,1794.0,1798.5,1771.5,10849.0,-0.8082,1.5071,5133.0,2802.68,3188.17,2973.01,26786.68,8109.09,5371.88,405.86,28875.56,1081.46,49.98,13713.07
2019-07-03,1789.0,1777.0,1793.0,1774.0,9194.0,0.3928,1.0677,3416.0,2784.97,3158.1,2995.82,26966.0,8170.23,5345.12,408.07,28855.14,1091.78,50.21,13657.93
2019-07-05,1804.5,1807.5,1810.5,1791.0,6634.0,-0.1384,1.0776,4175.0,2791.28,3153.8,2990.41,26922.12,8161.79,5337.51,406.9,28774.83,1086.08,50.64,13793.62
2019-07-08,1804.5,1805.0,1810.0,1796.0,7741.0,0.0832,0.7758,3419.0,2803.49,3072.42,2975.95,26806.14,8098.38,5177.32,404.39,28331.69,1084.57,50.8,13784.35
2019-07-09,1820.5,1805.5,1821.0,1798.0,11024.0,0.6357,1.2746,3907.0,2788.84,3067.0,2979.63,26783.49,8141.73,5185.98,403.93,28116.28,1080.53,51.27,13766.23
2019-07-10,1850.0,1818.5,1852.5,1815.5,18383.0,1.5925,2.0324,7022.0,2804.27,3053.52,2993.07,26860.2,8202.53,5112.86,405.37,28204.69,1078.69,52.04,13837.86
2019-07-11,1821.0,1850.0,1850.5,1821.0,15447.0,-1.5676,1.5946,4311.0,2821.06,3056.08,2999.91,27088.08,8196.04,5135.92,406.35,28431.8,1077.1,51.32,13832.81
2019-07-12,1828.0,1821.0,1829.0,1808.0,11373.0,0.0,1.1532,5183.0,2825.66,3069.43,3013.77,27332.03,8244.14,5159.03,407.38,28471.62,1079.31,51.18,13797.66
2019-07-15,1843.0,1823.5,1843.0,1822.5,11789.0,1.1526,1.1214,3867.0,2842.77,3081.6,3014.3,27359.16,8258.19,5216.7,407.85,28554.88,1080.24,51.8,13875.07
2019-07-16,1844.0,1842.0,1856.5,1835.0,13291.0,0.1086,1.1666,54303.0,2865.0,3076.83,3004.04,27335.63,8222.8,5207.16,407.01,28619.62,1086.33,52.01,13906.21
2019-07-17,1847.0,1844.0,1848.0,1836.0,8407.0,-0.1622,0.6508,2578.0,2871.85,3070.62,2984.42,27219.85,8185.21,5202.4,405.14,28593.17,1081.27,51.95,13892.55
2019-07-18,1851.0,1845.0,1857.0,1838.0,10233.0,0.2166,1.0287,3469.0,2898.88,3038.62,2995.11,27222.97,8207.24,5112.72,404.93,28461.66,1078.28,52.13,13876.15
2019-07-19,1847.0,1849.0,1866.0,1845.0,13103.0,-0.3776,1.1345,7850.0,2942.89,3062.77,2976.61,27154.2,8146.49,5135.47,404.76,28765.4,1081.64,51.91,13934.98
2019-07-22,1813.5,1846.0,1847.5,1813.0,12795.0,-1.8669,1.8679,3640.0,2895.9,3023.75,2985.03,27171.9,8204.14,5034.0,404.95,28371.26,1085.89,50.94,13875.37
2019-07-23,1821.0,1818.0,1827.0,1809.5,10591.0,0.2753,0.965,3239.0,2889.22,3037.37,3005.47,27349.19,8251.4,5067.74,406.93,28466.48,1095.66,50.92,13767.21
2019-07-24,1824.5,1814.0,1833.0,1814.0,6217.0,0.4681,1.0434,3087.0,2882.86,3061.83,3019.56,27269.97,8321.5,5126.57,408.4,28524.04,1095.49,51.19,13794.83
2019-07-25,1826.5,1827.0,1832.0,1818.0,6327.0,0.0274,0.7673,1804.0,2876.59,3076.65,3003.67,27140.98,8238.54,5135.91,406.58,28594.3,1092.21,51.19,13885.57
2019-07-26,1806.5,1825.0,1828.0,1794.0,12785.0,-1.0679,1.8615,4768.0,2882.65,3084.19,3025.86,27192.45,8330.21,5171.02,407.67,28397.74,1097.82,50.57,13876.34
2019-07-29,1814.5,1806.5,1816.5,1796.0,8682.0,0.6937,1.1348,3516.0,2871.77,3080.49,3020.97,27221.35,8293.33,5170.33,406.89,28106.41,1095.44,50.81,13872.34
2019-07-30,1803.5,1815.0,1819.5,1801.0,8085.0,-0.4141,1.0196,2228.0,2900.36,3092.39,3013.18,27198.02,8273.61,5197.52,405.51,28146.5,1080.42,50.56,13915.53
2019-07-31,1799.0,1802.0,1815.5,1796.0,10354.0,-0.2219,1.0812,3489.0,2873.36,3071.73,2980.38,26864.27,8175.42,5155.49,402.7,27777.75,1081.09,50.45,13880.25
2019-08-01,1777.0,1798.0,1799.0,1776.0,15397.0,-1.2229,1.2785,6930.0,2867.97,3046.91,2953.56,26583.42,8111.12,5117.45,399.76,27565.7,1086.88,49.89,13850.48
2019-08-02,1773.0,1776.5,1784.0,1770.0,13561.0,-0.3933,0.7878,8230.0,2870.72,3004.02,2932.05,26485.01,8004.07,5037.32,395.09,26918.58,1051.28,49.57,13789.89
2019-08-05,1766.0,1774.0,1777.5,1760.0,15220.0,-0.226,0.987,5241.0,2873.68,2955.66,2844.74,25717.74,7726.04,4960.62,385.29,26151.32,1025.81,49.36,13868.37
2019-08-06,1762.0,1765.5,1773.0,1759.5,11211.0,-0.0567,0.7644,5341.0,2881.68,2909.62,2881.77,26029.52,7833.27,4852.9,387.09,25976.24,1022.9,49.23,13870.47
2019-08-07,1759.0,1763.0,1767.5,1745.5,14488.0,0.0,1.2486,7282.0,2856.64,2900.29,2883.98,26007.07,7862.83,4839.2,387.92,25997.03,1028.99,48.79,13804.91
2019-08-08,1781.0,1755.0,1783.0,1755.0,11476.0,2.063,1.5918,5096.0,2912.22,2927.38,2938.09,26378.19,8039.16,4868.1,393.69,26120.77,1049.96,49.71,13884.6
2019-08-09,1774.0,1776.5,1784.0,1770.0,8085.0,-0.225,0.7861,6618.0,2921.09,2906.68,2918.65,26287.44,7959.14,4811.41,391.69,25939.3,1038.33,49.52,13911.37
2019-08-12,1770.0,1775.0,1793.0,1765.5,11439.0,-0.0565,1.5502,3250.0,2909.02,2948.86,2883.75,25907.37,7863.41,4890.01,388.57,25824.72,1034.78,49.45,14172.93
2019-08-13,1785.5,1769.0,1793.0,1761.5,12415.0,0.8757,1.7797,4629.0,2915.07,2930.32,2926.32,26279.91,8016.36,4861.6,390.7,25281.3,1041.64,49.88,14192.89
2019-08-14,1784.5,1786.5,1789.0,1769.0,11714.0,-0.028,1.1201,3823.0,2917.71,2942.53,2840.6,25479.42,7773.94,4891.51,383.02,25302.28,1021.46,49.6,14170.58
2019-08-15,1785.0,1779.5,1787.5,1772.5,8297.0,0.5634,0.8406,3885.0,2908.3,2949.81,2847.6,25579.39,7766.62,4952.33,382.25,25495.46,1017.59,49.79,14194.88
2019-08-16,1795.5,1786.0,1805.5,1781.0,12377.0,0.7576,1.3725,6118.0,2916.66,2958.19,2888.68,25886.01,7895.99,4960.35,386.68,25734.22,1031.32,50.07,14158.9
2019-08-19,1792.0,1795.5,1807.5,1788.5,8867.0,0.0,1.0582,2979.0,2917.57,3020.29,2923.65,26135.79,8002.81,5086.88,390.73,26291.84,1045.26,50.15,14371.03
2019-08-20,1783.0,1794.0,1798.5,1773.0,8782.0,-0.6132,1.423,78070.0,2913.17,3017.08,2900.51,25962.44,7948.56,5100.72,388.95,26231.54,1038.27,49.83,14317.7
2019-08-21,1778.5,1785.0,1790.5,1774.5,7732.0,-0.1964,0.8974,3071.0,2909.22,3017.42,2924.43,26202.73,8020.21,5104.63,391.55,26270.04,1054.63,49.78,14311.15
2019-08-22,1767.0,1780.0,1782.5,1762.0,9976.0,-0.6745,1.1527,4777.0,2903.85,3020.69,2922.95,26252.24,7991.39,5106.78,390.64,26048.72,1045.62,49.4,14315.64
2019-08-23,1767.5,1769.0,1779.0,1764.0,8967.0,0.0849,0.8489,6292.0,2908.5,3035.38,2847.11,25628.9,7751.77,5131.31,384.81,26179.33,1035.17,49.52,14262.97
2019-08-27,1760.0,1768.5,1776.5,1758.0,9958.0,-0.565,1.0467,4299.0,2911.4,3040.42,2869.16,25777.9,7826.95,5161.66,385.85,25664.07,1045.2,49.25,14235.53
2019-08-28,1749.0,1762.0,1763.0,1746.5,11212.0,-0.6814,0.9375,4851.0,2924.53,3031.59,2887.94,26036.1,7856.88,5119.76,387.02,25615.48,1042.33,48.78,14268.72
2019-08-29,1754.0,1749.5,1755.5,1734.0,14269.0,0.4582,1.2293,4949.0,2924.16,3028.6,2924.58,26362.25,7973.39,5116.79,390.56,25703.5,1056.91,48.96,14203.08
2019-08-30,1757.0,1754.5,1757.0,1736.5,9832.0,0.2282,1.1688,6244.0,2939.73,3023.71,2926.46,26403.28,7962.88,5065.2,392.23,25724.73,1064.09,48.98,14230.86
2019-09-03,1755.0,1749.0,1755.0,1736.5,13905.0,0.3431,1.0577,5880.0,2997.71,3069.7,2906.27,26118.02,7874.16,5235.33,389.8,25527.85,1062.2,49.0,14288.81
2019-09-04,1769.5,1752.0,1779.0,1751.5,13486.0,0.9412,1.567,6037.0,3015.24,3098.31,2937.78,26355.47,7976.88,5294.69,394.15,26523.23,1073.66,49.61,14325.67
2019-09-05,1791.0,1772.5,1793.0,1765.0,15065.0,0.9014,1.5824,4084.0,3024.18,3128.09,2976.0,26728.15,8116.83,5330.6,398.66,26515.53,1082.43,49.87,14301.81
2019-09-06,1783.0,1787.5,1794.5,1775.0,10637.0,-0.0561,1.0888,2480.0,3020.12,3142.49,2978.71,26797.46,8103.07,5341.16,399.62,26690.76,1082.53,50.05,14368.96
2019-09-09,1800.0,1785.0,1803.5,1777.5,11387.0,0.5025,1.4582,3933.0,3028.64,3168.78,2978.43,26835.51,8087.44,5421.23,399.83,26681.4,1080.43,50.3,14379.57
2019-09-10,1821.5,1798.0,1825.0,1796.0,14682.0,1.2507,1.6111,5603.0,3038.29,3165.08,2979.39,26909.43,8084.16,5437.7,399.97,26683.68,1079.36,50.91,14348.97
2019-09-11,1816.5,1819.0,1830.0,1815.5,14583.0,-0.1923,0.796,5613.0,3038.26,3152.05,3000.93,27137.04,8169.68,5411.65,402.96,27159.06,1085.87,51.0,14410.7
2019-09-12,1793.5,1821.0,1826.0,1792.0,15340.0,-1.726,1.8717,4131.0,3048.42,3175.62,3009.57,27182.45,8194.47,5431.56,404.36,27087.63,1091.71,50.31,14427.11
2019-09-16,1787.5,1810.5,1818.5,1787.0,14609.0,-1.2431,1.7375,4745.0,3013.43,3175.1,2997.96,27076.82,8153.54,5425.25,403.85,27124.55,1084.49,50.01,14304.47
2019-09-17,1793.0,1788.5,1794.0,1778.0,11600.0,0.0,0.8951,5906.0,2988.26,3119.95,3005.7,27110.8,8186.02,5313.74,404.31,26790.24,1087.3,50.02,14247.52
2019-09-18,1792.0,1792.0,1798.0,1780.5,9770.0,0.0,0.976,98551.0,2993.31,3127.84,3006.73,27147.08,8177.39,5327.31,404.27,26754.12,1088.57,49.81,14216.1
2019-09-19,1795.0,1791.0,1803.0,1783.0,8914.0,0.5321,1.1161,1912.0,2980.46,3142.12,3006.79,27094.79,8182.88,5355.89,404.64,26468.95,1094.16,50.39,14145.97
2019-09-20,1785.5,1795.5,1801.0,1785.5,7960.0,-0.8056,0.8635,2356.0,2988.97,3149.62,2992.07,26935.07,8117.67,5390.45,403.91,26435.67,1098.69,50.32,14227.12
2019-09-23,1785.5,1788.0,1788.0,1777.0,8805.0,-0.5292,0.6161,2759.0,2984.71,3118.79,2991.78,26949.99,8112.46,5339.01,403.08,26222.4,1088.81,50.08,14212.88
2019-09-24,1762.5,1785.5,1787.0,1760.0,11450.0,-1.2605,1.5122,4446.0,2983.4,3127.45,2966.6,26807.77,7993.63,5332.75,401.04,26281.0,1088.56,49.41,14160.93
2019-09-25,1752.5,1763.0,1766.5,1750.0,11801.0,-0.5674,0.9362,6347.0,2969.78,3096.08,2984.87,26970.71,8077.38,5249.82,401.06,25945.35,1081.71,49.07,14107.08
2019-09-26,1739.0,1752.0,1756.5,1737.0,11055.0,-0.742,1.1127,4424.0,2971.49,3068.49,2977.62,26891.12,8030.66,5152.37,401.0,26041.93,1089.41,48.69,14044.49
2019-09-27,1741.0,1739.5,1744.0,1721.5,16274.0,0.2303,1.2938,6823.0,2972.17,3071.7,2961.79,26820.25,7939.63,5182.59,399.23,25954.81,1093.19,48.62,13966.29
2019-09-30,1718.5,1744.5,1748.0,1718.0,12406.0,-0.951,1.7231,4344.0,2977.76,3043.35,2976.74,26916.83,7999.34,5147.31,399.79,26092.27,1099.17,48.19,14011.42
2019-10-08,1744.0,1748.5,1760.0,1738.0,9572.0,-0.1145,1.2564,2827.0,2968.45,3052.19,2893.06,26164.04,7823.78,5209.72,390.81,25893.4,1059.72,49.21,13979.5
2019-10-09,1743.5,1745.0,1749.0,1734.5,8261.0,-0.4568,0.8314,3456.0,2959.83,3064.07,2919.4,26346.01,7903.74,5221.68,392.88,25682.81,1066.6,49.01,13930.69
2019-10-10,1750.0,1742.5,1758.0,1738.5,8292.0,0.344,1.1184,2294.0,2966.83,3088.08,2938.13,26496.67,7950.78,5262.89,394.91,25707.93,1076.86,49.24,13925.4
2019-10-11,1722.0,1754.0,1754.0,1720.0,11610.0,-1.7684,1.9429,4479.0,2968.93,3115.31,2970.27,26816.59,8057.04,5298.81,400.28,26308.44,1094.13,48.32,13804.99
2019-10-14,1719.0,1724.5,1729.0,1710.0,9881.0,-0.1742,1.1034,3278.0,2965.67,3151.2,2966.15,26787.36,8048.65,5370.72,399.93,26521.85,1090.5,48.25,13755.34
2019-10-15,1729.5,1719.5,1732.0,1710.5,10765.0,0.5523,1.2507,105522.0,2952.86,3133.55,2995.68,27024.8,8148.71,5325.18,403.4,26503.93,1100.99,48.5,13785.96
2019-10-16,1727.5,1726.5,1732.0,1714.0,9401.0,-0.0289,1.0408,4074.0,2951.74,3120.59,2989.69,27001.98,8124.18,5310.5,403.43,26664.28,1098.82,48.64,13860.11
2019-10-17,1728.5,1727.0,1733.0,1722.0,8063.0,0.0289,0.6368,3354.0,2934.25,3119.23,2997.95,27025.88,8156.85,5282.28,404.78,26848.49,1095.71,48.65,13856.96
2019-10-18,1736.0,1727.0,1743.0,1723.0,9159.0,0.5211,1.1571,3969.0,2938.93,3078.16,2986.2,26770.2,8089.54,5208.37,403.61,26719.58,1089.39,48.95,13872.84
2019-10-21,1724.0,1736.0,1745.0,1721.0,9786.0,-0.8055,1.3825,2472.0,2933.24,3079.72,3006.72,26827.64,8162.99,5207.25,406.07,26725.68,1092.63,48.63,13780.27
2019-10-22,1719.0,1724.5,1730.0,1716.0,8000.0,-0.5784,0.8121,3155.0,2934.13,3095.17,2995.99,26788.1,8104.3,5247.48,405.5,26786.2,1092.89,48.34,13814.15
2019-10-23,1726.5,1717.5,1733.5,1715.5,7846.0,0.4363,1.0471,3019.0,2940.35,3081.8,3004.52,26833.95,8119.79,5223.92,405.98,26566.73,1091.51,48.66,13808.82
2019-10-24,1717.0,1729.5,1730.0,1717.0,5280.0,-0.7514,0.753,2362.0,2962.73,3081.06,3010.29,26805.53,8185.8,5225.42,407.46,26797.95,1098.93,48.5,13836.19
2019-10-25,1734.0,1717.5,1734.0,1717.0,6433.0,0.58,0.9901,4012.0,2960.2,3095.81,3022.55,26958.06,8243.12,5245.19,408.56,26667.39,1098.98,48.64,13822.05
2019-10-28,1736.5,1731.5,1740.0,1728.0,5785.0,0.4919,0.692,2586.0,2966.84,3122.12,3039.42,27090.72,8325.99,5293.79,410.25,26891.26,1099.33,48.87,13832.79
2019-10-29,1751.0,1735.5,1755.0,1734.5,9185.0,0.806,1.1805,4308.0,2965.39,3095.02,3036.89,27071.42,8276.85,5259.36,410.54,26786.76,1099.36,49.44,13800.32
2019-10-30,1751.0,1752.0,1763.5,1745.0,10531.0,-0.171,1.0565,4587.0,2978.65,3079.45,3046.77,27186.69,8303.98,5195.98,411.13,26667.71,1104.74,49.56,13854.18
2019-10-31,1759.0,1753.0,1759.0,1733.0,12708.0,-0.0568,1.4849,4907.0,2965.71,3068.72,3037.56,27046.23,8292.36,5147.25,410.58,26906.72,1097.89,49.43,13844.39
2019-11-01,1789.0,1759.5,1790.0,1752.5,18725.0,1.9373,2.1319,9051.0,2959.84,3099.28,3066.91,27347.36,8386.4,5244.97,413.91,27100.76,1103.74,50.37,13887.62
2019-11-04,1810.0,1784.0,1816.0,1782.0,23759.0,1.3438,1.9005,9890.0,2957.49,3117.4,3078.27,27462.11,8433.2,5290.7,416.06,27547.3,1114.0,51.21,13945.32
2019-11-05,1807.5,1810.0,1818.0,1806.0,17044.0,-0.4132,0.663,6078.0,2950.23,3134.24,3074.62,27492.63,8434.68,5309.91,416.05,27683.4,1119.25,51.09,13962.65
2019-11-06,1803.0,1806.5,1815.0,1796.0,15016.0,-0.4417,1.0512,5084.0,2937.64,3120.67,3076.78,27492.56,8410.63,5262.92,416.17,27688.64,1123.44,51.08,13959.99
2019-11-07,1810.5,1804.0,1819.0,1797.0,14125.0,0.0276,1.2202,5742.0,2937.57,3120.76,3085.18,27674.8,8434.52,5300.71,417.2,27847.23,1127.13,51.2,13978.27
2019-11-08,1807.5,1812.0,1822.0,1806.0,11275.0,-0.3034,0.8837,7342.0,2936.3,3105.52,3093.08,27681.24,8475.31,5274.25,417.16,27651.14,1125.96,51.02,14004.71
2019-11-11,1778.0,1809.5,1810.5,1778.0,14085.0,-1.6321,1.7981,3422.0,2921.87,3048.7,3087.01,27691.49,8464.28,5137.51,416.23,26926.55,1126.23,50.07,13904.48
2019-11-12,1781.0,1779.5,1786.0,1765.0,12605.0,0.1124,1.1811,4375.0,2918.41,3053.8,3091.84,27691.49,8486.09,5140.17,416.95,27065.28,1131.07,50.03,13819.82
2019-11-13,1765.5,1778.5,1783.5,1762.0,8946.0,-0.703,1.2072,3479.0,2896.86,3043.76,3094.04,27783.59,8482.1,5106.36,416.06,26571.46,1128.89,49.67,13827.35
2019-11-14,1747.0,1767.0,1772.0,1742.5,13800.0,-1.0198,1.6709,4740.0,2892.37,3048.63,3096.63,27781.96,8479.02,5160.13,415.57,26323.69,1127.22,48.97,13801.78
2019-11-15,1757.5,1750.0,1757.5,1733.0,18182.0,0.9477,1.4024,11905.0,2875.86,3029.26,3120.46,28004.89,8540.83,5098.33,418.67,26326.66,1134.03,49.42,13744.76
2019-11-18,1736.5,1757.0,1761.0,1736.0,12797.0,-1.0541,1.4225,4635.0,2878.67,3048.03,3122.03,28036.22,8549.94,5121.99,419.3,26681.09,1133.44,48.91,13814.5
2019-11-19,1737.0,1738.0,1745.5,1728.0,14895.0,-0.0575,1.0078,47628.0,2857.34,3074.01,3120.18,27934.02,8570.66,5234.34,419.46,27093.8,1129.08,48.69,13767.65
2019-11-20,1744.0,1736.0,1747.0,1732.0,10416.0,0.751,0.8636,3329.0,2857.96,3049.94,3108.46,27821.09,8526.73,5208.88,417.63,26889.61,1125.51,48.98,13809.49
2019-11-21,1743.5,1742.0,1747.0,1733.0,8612.0,0.1436,0.8028,3569.0,2858.57,3042.18,3103.54,27766.29,8506.21,5212.94,416.41,26466.88,1120.96,48.78,13878.65
2019-11-22,1740.0,1744.0,1745.0,1735.5,6639.0,0.346,0.5449,4525.0,2848.11,3022.97,3110.29,27875.62,8519.89,5175.23,417.12,26595.08,1124.2,48.94,13866.53
2019-11-25,1742.0,1738.5,1746.0,1733.0,5870.0,0.1725,0.7471,2742.0,2857.32,3044.86,3133.64,28066.47,8632.49,5241.15,420.13,26993.04,1131.03,48.82,13833.51
2019-11-26,1760.0,1739.0,1760.0,1735.5,8924.0,1.3825,1.4064,3083.0,2850.96,3046.03,3140.52,28121.68,8647.93,5235.41,420.66,26913.92,1133.31,49.3,13782.72
2019-11-27,1772.0,1760.0,1775.0,1755.0,10642.0,1.0839,1.1364,2892.0,2858.92,3041.92,3153.63,28164.0,8705.18,5237.93,422.18,26954.0,1133.69,49.64,13753.43
2019-11-29,1760.0,1759.5,1770.0,1751.5,9905.0,0.4566,1.052,5160.0,2846.85,3009.43,3140.98,28051.41,8665.47,5212.89,419.88,26346.49,1129.97,49.85,13871.71
2019-12-02,1791.5,1763.0,1793.0,1752.5,14907.0,1.2147,2.3011,4124.0,2838.7,3013.48,3113.87,27783.04,8567.99,5246.64,417.48,26444.72,1110.43,50.42,13934.13
2019-12-03,1768.0,1789.5,1795.0,1761.0,15969.0,-1.2291,1.8979,8602.0,2827.57,3022.77,3093.2,27502.81,8520.64,5271.33,415.27,26391.3,1100.84,49.67,13920.07
2019-12-04,1758.5,1762.0,1773.0,1748.0,11275.0,-0.4247,1.414,2989.0,2811.33,3015.88,3112.76,27649.78,8566.67,5254.57,417.2,26062.56,1113.85,49.43,13938.72
2019-12-05,1749.0,1759.5,1763.5,1743.5,7906.0,-0.5119,1.1373,3225.0,2820.04,3038.19,3117.43,27677.79,8570.7,5314.18,418.0,26217.04,1113.65,49.06,13903.13
2019-12-06,1762.5,1749.0,1764.5,1735.0,11537.0,0.8872,1.6867,6097.0,2830.33,3051.31,3145.91,28015.06,8656.53,5351.0,421.1,26498.37,1127.99,49.52,13812.61
2019-12-09,1760.5,1763.5,1773.5,1756.0,10369.0,-0.255,0.9929,5047.0,2858.89,3053.86,3135.96,27909.6,8621.83,5391.61,420.6,26494.73,1123.28,49.24,13896.07
2019-12-10,1753.0,1759.5,1767.0,1749.0,7861.0,-0.2277,1.0224,3432.0,2870.29,3056.85,3132.52,27881.72,8616.18,5407.81,420.04,26436.62,1122.43,49.18,13942.93
2019-12-11,1759.5,1754.0,1764.0,1751.0,7007.0,0.2564,0.7416,3909.0,2888.9,3064.32,3141.63,27911.3,8654.05,5403.1,421.2,26645.43,1123.19,49.34,13960.35
2019-12-12,1771.5,1760.0,1779.5,1759.0,9873.0,0.6534,1.1651,4543.0,2900.7,3055.2,3168.57,28132.05,8717.32,5374.67,423.99,26994.14,1125.87,49.74,13906.31
2019-12-13,1764.5,1775.0,1782.5,1762.5,10618.0,-0.5915,1.129,2162.0,2902.95,3109.7,3168.8,28135.38,8734.88,5435.01,426.45,27687.76,1132.44,49.53,13948.22
2019-12-16,1776.0,1767.5,1784.0,1763.5,8612.0,0.4525,1.1618,3206.0,2903.3,3127.22,3191.45,28235.89,8814.23,5499.97,429.34,27508.09,1146.34,49.82,13913.75
2019-12-17,1764.0,1775.5,1779.0,1761.5,9837.0,-0.7874,0.9854,3986.0,2910.86,3167.0,3192.52,28267.16,8823.36,5554.61,429.9,27843.71,1140.88,49.42,14006.1
2019-12-18,1782.0,1766.5,1783.0,1766.0,8877.0,1.0204,0.9637,58086.0,2897.03,3161.37,3191.14,28239.28,8827.73,5562.43,429.64,27884.21,1140.28,49.78,14082.26
2019-12-19,1800.0,1781.5,1802.5,1776.5,11240.0,1.2943,1.459,5345.0,2911.9,3161.37,3205.37,28376.96,8887.22,5586.72,430.72,27800.49,1142.95,50.38,14183.38
2019-12-20,1801.0,1803.0,1805.0,1793.0,12805.0,0.2226,0.6667,3339.0,2911.8,3148.59,3221.22,28455.09,8924.96,5538.87,432.21,27871.35,1152.58,50.46,14159.84
2019-12-23,1807.5,1801.0,1810.0,1793.5,8707.0,0.4167,0.9162,4520.0,2916.46,3104.35,3224.01,28551.53,8945.65,5467.06,432.47,27906.41,1153.81,50.58,14175.77
2019-12-24,1819.0,1806.0,1819.0,1805.0,9509.0,0.8315,0.7746,3420.0,2928.51,3125.26,3223.38,28515.45,8952.88,5547.49,432.56,27864.21,1154.29,50.9,14235.28
2019-12-27,1823.5,1814.0,1825.0,1806.5,13234.0,0.5237,1.017,4254.0,2922.07,3148.7,3240.02,28645.26,9006.62,5636.52,435.08,28225.42,1156.61,51.2,14097.76
2019-12-30,1823.5,1817.0,1830.0,1815.0,11582.0,-0.0822,0.8226,4465.0,2922.85,3185.38,3221.29,28462.14,8945.99,5698.38,433.35,28319.39,1146.56,51.2,14117.11
2019-12-31,1803.0,1824.0,1830.0,1803.0,11074.0,-1.3136,1.4807,4076.0,2908.36,3195.98,3230.78,28538.44,8972.6,5759.61,434.02,28189.75,1144.39,50.69,14113.27
2020-01-02,1800.5,1805.5,1817.0,1786.0,16929.0,-0.5249,1.7194,6386.0,2904.93,3232.69,3257.85,28868.8,9092.19,5867.16,437.3,28543.52,1158.26,50.48,14129.24
2020-01-03,1819.0,1803.0,1829.5,1788.5,16410.0,0.8035,2.2771,4466.0,2871.98,3231.19,3234.85,28634.88,9020.77,5872.06,435.1,28451.5,1157.38,50.99,14101.71
2020-01-06,1832.0,1818.0,1835.0,1809.5,15558.0,0.4386,1.4019,5678.0,2880.28,3230.8,3246.28,28703.38,9071.47,5852.79,434.54,28226.19,1151.81,51.2,14121.08
2020-01-07,1818.0,1832.0,1833.5,1813.0,11937.0,-0.8183,1.119,3529.0,2893.34,3253.19,3237.18,28583.68,9068.58,5949.8,434.51,28322.06,1153.09,50.74,14079.0
